#Command: python3 Fitness_Esimation.py out/H37Rv_TTN.csv demodata/H37Rv/H37Rv_hmm_np.csv out/H37Rv.pickle demodata/H37Rv/H37Rv.prot_table
#Gumbel Calls: Calls from the Gumbel Analysis.
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are classified as ES and those found to be essential through Bernoulli  are classified as ESB
#Gene+TTN Summary: 318ES 54ESB 717GD 1006GA 1886NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gumbel Call,HMM+NP States,Gene+TTN States
Rv3273,-,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) ,31,30,True,0.24572010861528304,0.1105444003189627,0.24773845330956987,0.01171451521736052,0.0020183446942868277,0.9704974552116398,76.62345822135423,100.91935483870968,NE,NE,GA
Rv3274c,fadE25,PROBABLE ACYL-CoA DEHYDROGENASE FADE25 ,19,18,True,-0.6663854778315963,0.00018348511562523765,-0.6625232377542386,2.1664373794579454e-08,0.0038622400773576926,0.965397383155813,17.92027940797792,13.342105263157896,NE,NE,GD
Rv3275c,purE,phosphoribosylaminoimidazole carboxylase catalytic subunit ,7,2,True,-1.4442588642546859,3.2146717410067336e-07,-1.1845235462847954,9.471183518628101e-10,0.25973531796989047,0.136838276837835,7.072279118045393,6.928571428571429,U,GD,GD
Rv3276c,purK,phosphoribosylaminoimidazole carboxylase ATPase subunit ,10,2,False,,,,,,,,3.5199999999999996,E,GD,ES
Rv3277,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,13,8,True,-0.9310941406669943,9.947149509201157e-06,-1.1559284201896376,1.1195185598763848e-16,-0.22483427952264334,0.010114343556844612,21.258085301008766,16.87692307692308,NE,ES,GD
Rv3278c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,8,8,True,0.6534195119256717,0.025162366653492894,0.6392146082337441,0.0007569392609121408,-0.014204903691927617,0.9427966176349103,159.040100045717,236.1,NE,GA,GA
Rv3279c,birA,biotin--protein ligase ,7,1,False,,,,,,,,13.914285714285715,E,ES,ES
Rv3280,accD5,PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) ,32,3,True,-1.8003390101116334,7.962797909348212e-48,-1.839380501988472,2.4863769486469525e-100,-0.039041491876838474,0.2902993043161233,,0.065625,U,ES,GD
Rv3281,-,hypothetical protein Rv3281 ,3,0,False,,,,,,,,0.0,S,ES,ESB
Rv3282,maf,Maf-like protein ,12,12,True,-0.2961917556914414,0.24243677639403546,-0.5019137130738061,0.0012633884205108148,-0.20572195738236465,0.030594765252343,23.229375054383556,28.758333333333336,NE,NE,GD
Rv3283,sseA,PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) ,19,19,True,0.12425590211240606,0.559299402449206,-0.075294014952174,0.5908242215439737,-0.19954991706458006,0.0005742925341457463,64.08999451550748,67.88947368421053,U,NE,NE
Rv3284,-,hypothetical protein Rv3284 ,6,6,True,-0.12898882010245216,0.7409414073961021,-0.0663223574909751,0.7975859285512117,0.06266646261147706,0.7995279370192407,34.20767559853348,32.36666666666667,NE,NE,NE
Rv3285,accA3,PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) ,27,4,False,,,,,,,,6.466666666666667,E,ES,ES
Rv3286c,sigF,RNA polymerase sigma factor SigF ,12,12,True,0.3714669114930033,0.13588147256040436,0.507767024514869,0.0010725106306213067,0.13630011302186568,0.16309279263017115,80.44359332629124,126.53333333333332,NE,GA,GA
Rv3287c,rsbW,ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR) ,3,3,True,0.4169670260257627,0.42403421224522203,0.4494491750036577,0.16803520316437495,0.03248214897789503,0.9553155246315638,122.19464474416655,127.56666666666668,NE,GA,NE
Rv3288c,usfY,PUTATIVE PROTEIN USFY ,11,11,True,0.6609917242078861,0.006720141954094901,0.6173031269710862,0.0001187570471486372,-0.04368859723679985,0.7366526958500417,190.68455890170927,236.9909090909091,NE,GA,GA
Rv3289c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,7,7,True,0.4184211969439826,0.20404497536975405,0.32663112710191555,0.1235894033917505,-0.09179006984206706,0.6493967242651311,145.91418414437567,136.42857142857142,NE,GA,NE
Rv3290c,lat,L-lysine aminotransferase ,26,26,True,0.5395625695582473,0.0004397014609663972,0.4968749464387464,1.1721793332209994e-06,-0.04268762311950092,0.36037709211045954,177.09647160264666,234.66538461538462,U,GA,GA
Rv3291c,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) ,12,10,True,-0.30704838239984567,0.22332448512318728,-0.4238323217812107,0.0070069900959415935,-0.11678393938136505,0.24046815709428504,78.64324814776243,88.125,NE,NE,GD
Rv3292,-,hypothetical protein Rv3292 ,20,20,True,0.21048448554214452,0.2857679111270256,0.0914995885587878,0.4928241614289045,-0.11898489698335672,0.029657833855392574,75.72276659690655,90.11499999999998,U,NE,NE
Rv3293,pcd,PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE) ,17,17,True,0.14079720142949387,0.5279308143659175,0.16884906223608198,0.2213656929336232,0.028051860806588114,0.7369514891714926,109.03044981680816,129.1529411764706,NE,NE,NE
Rv3294c,-,hypothetical protein Rv3294c ,21,21,True,0.4865579541902961,0.005724712413214253,0.47019987198820384,4.8231737241061825e-05,-0.016358082202092283,0.8156081800848999,118.863865853398,169.46190476190472,U,NE,GA
Rv3295,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) ,12,12,True,0.6782425054870074,0.003363414417587123,0.5767376339914995,0.00017888205147276775,-0.10150487149550791,0.31753915560223595,247.08553831782015,283.43333333333334,NE,GA,GA
Rv3296,lhr,PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN) ,56,52,True,0.08438752658596348,0.48950813323485076,0.16899627170547316,0.021361430259920204,0.08460874511950968,2.7320472747141644e-06,103.73463856014057,123.30535714285713,NE,NE,GA
Rv3297,nei,PROBABLE ENDONUCLEASE VIII NEI ,10,9,True,0.20660548868934514,0.47503384272096716,0.14832076340536177,0.42586706641084265,-0.058284725283983374,0.6821752217714541,85.38592540181054,118.13999999999999,NE,NE,NE
Rv3298c,lpqC,POSSIBLE ESTERASE LIPOPROTEIN LPQC ,13,13,True,0.3441980283324312,0.1511868317901913,0.32541614327748863,0.03378953297913293,-0.01878188505494255,0.8679079756560283,136.0306601654251,166.3846153846154,NE,NE,GA
Rv3299c,atsB,PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE) ,46,44,True,0.02941475958969816,0.8430577773462468,-0.04914320953194978,0.5852506435095793,-0.07855796912164795,0.000403187630827149,77.97021815683088,82.80217391304348,NE,NE,NE
Rv3300c,-,hypothetical protein Rv3300c ,11,8,True,-0.45721783708576885,0.07277385056059414,-0.33859740247413295,0.042583256805470475,0.1186204346116359,0.2809185086328754,31.44569854735101,50.699999999999996,NE,NE,GD
Rv3301c,phoY1,PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1 ,10,10,True,0.10270437768859782,0.7331349852027021,0.07815186522422563,0.6916601941979594,-0.024552512464372192,0.8679079756560283,68.36631119652901,78.88000000000001,NE,NE,NE
Rv3302c,glpD2,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2 ,28,4,False,,,,,,,,0.07857142857142858,E,ES,ES
Rv3303c,lpdA,flavoprotein disulfide reductase ,22,21,True,-0.3722131922833754,0.035428970063524294,-0.2625212699929534,0.025396804009151723,0.10969192229042202,0.026776909512926942,,43.68181818181818,NE,NE,GD
Rv3304,-,hypothetical protein Rv3304 ,12,11,True,-0.07366462498107217,0.7931327508477389,-0.4091923750528573,0.009401647720585106,-0.33552775007178515,0.0007477178419968109,81.01261429413499,48.725,NE,NE,GD
Rv3305c,amiA1,POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMINOHYDROLASE) ,21,20,True,-0.1276978747338971,0.5241980760365287,0.13647571050197405,0.2762121816775974,0.26417358523587114,1.4820551362761641e-06,31.751732557053742,59.68571428571429,NE,NE,NE
Rv3306c,amiB1,PROBABLE AMIDOHYDROLASE AMIB1 (AMINOHYDROLASE) ,15,12,True,-0.5331033302044668,0.011220731671649147,-0.3607543062239489,0.010396684440540092,0.17234902398051788,0.020726293006120028,27.002543396162206,42.279999999999994,NE,NE,GD
Rv3307,deoD,purine nucleoside phosphorylase ,12,11,True,0.18416785291564278,0.48418011330479255,0.12643398948230045,0.4596656913970257,-0.05773386343334233,0.6087858208215354,72.83863788664598,102.08333333333333,NE,NE,NE
Rv3308,pmmB,PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE) ,20,17,True,-0.12117447528886267,0.559299402449206,-0.14911141639736927,0.2437394227098806,-0.0279369411085066,0.6925161491593617,73.89386312203474,78.57999999999998,NE,NE,NE
Rv3309c,upp,uracil phosphoribosyltransferase ,8,8,True,0.16359324273518733,0.6199434098084379,0.25813955644791226,0.19796758468210457,0.09454631371272493,0.5778891088840807,109.23778233454678,91.7375,NE,NE,NE
Rv3310,-,POSSIBLE ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE) ,18,18,True,0.4743331764919128,0.013509358289108486,0.4433099348963617,0.0004476620346361885,-0.031023241595551088,0.6926909748009025,129.65762407496146,132.63333333333335,NE,NE,GA
Rv3311,-,hypothetical protein Rv3311 ,17,16,True,0.2881941723144513,0.17112070313355032,0.2702119119606881,0.04426603349239552,-0.017982260353763213,0.83670217503652,123.169109600161,148.01764705882354,NE,NE,GA
Rv3312c,-,hypothetical protein Rv3312c ,18,18,True,0.4281460416600336,0.027912267543105763,0.4447080097325828,0.0004265090201929266,0.01656196807254917,0.8397122945421899,104.89520339472844,146.65,NE,NE,GA
Rv3312A,-,SECRETED PROTEIN ANTIGEN ,6,6,True,0.7332478842853344,0.029792912509742232,0.654925817973023,0.0030395387960670695,-0.07832206631231142,0.7459560544522738,140.032018285651,273.53333333333336,NE,NE,GA
Rv3313c,add,adenosine deaminase ,13,12,True,-0.3146348580440846,0.19248215942463753,-0.281407877595918,0.0683134766954285,0.033226980448166576,0.7644197355375681,26.312327222326136,30.05384615384616,NE,NE,NE
Rv3314c,deoA,thymidine phosphorylase ,12,12,True,0.2136292742074819,0.4112992701811308,0.2668133009695127,0.09909218755646387,0.05318402676203082,0.646220645564755,61.52888588931776,102.8,NE,NE,NE
Rv3315c,cdd,cytidine deaminase ,5,5,True,0.01081806270850341,0.9815179097524166,-0.34802478976908596,0.16820943346669906,-0.35884285247758935,0.1649252848505336,108.53900148887074,57.92,NE,NE,NE
Rv3316,sdhC,PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) ,7,7,True,0.3047663102284529,0.36481769381636475,0.10865614532187721,0.6419900227836822,-0.19611016490657568,0.2693012868304075,78.68196265543841,74.98571428571428,NE,NE,NE
Rv3317,sdhD,PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) ,4,4,True,0.33331514641425636,0.4655754887094644,0.08759243329039164,0.7809696737756829,-0.24572271312386473,0.47679015099035976,59.23104189063432,92.075,NE,NE,NE
Rv3318,sdhA,succinate dehydrogenase flavoprotein subunit ,32,30,True,-0.30451492130532765,0.03775993447440094,-0.43669274152069887,2.3374211227004857e-06,-0.13217782021537122,5.414621259390375e-05,49.060950912908076,51.290625,NE,NE,GD
Rv3319,sdhB,succinate dehydrogenase iron-sulfur subunit ,8,6,True,-0.3881320687118336,0.20819314309931836,-0.21846277331925382,0.2820931622742088,0.16966929539257977,0.26959358852607657,47.158017267035774,49.962500000000006,NE,NE,NE
Rv3320c,-,hypothetical protein Rv3320c ,6,6,True,0.2428445251484906,0.5167780323121391,0.3450001691557105,0.1329061503581842,0.10215564400721994,0.6700650104265878,58.287091868180255,91.31666666666666,NE,NE,NE
Rv3321c,-,hypothetical protein Rv3321c ,3,2,True,-0.28471103213121035,0.5974257661172656,0.05045394772877659,0.8956195976639572,0.33516497985998694,0.49026309468589796,170.61386349265206,261.1333333333333,NE,Uncertain,NE
Rv3322c,-,POSSIBLE METHYLTRANSFERASE ,8,7,True,0.25142822300742024,0.4325324391210596,0.2903367830951009,0.14522836394099314,0.03890856008768068,0.8358312961703273,171.46009948333685,233.98749999999998,NE,NE,NE
Rv3323c,moaX,PROBABLE MOAD-MOAE FUSION PROTEIN MOAX ,15,14,True,0.3849947311515985,0.07849864671513906,0.4651834932020804,0.0007903505903635017,0.08018876205048192,0.31942940247922186,110.22670937063494,191.16666666666666,NE,NE,GA
Rv3324c,moaC,molybdenum cofactor biosynthesis protein C ,10,10,True,0.3880595102154085,0.15660990164026378,0.5689310241758897,0.0008001377297100926,0.18087151396048118,0.12382241362792326,114.72050692582127,182.66000000000003,NE,NE,GA
Rv3325,-,PROBABLE TRANSPOSASE ,4,4,True,0.3587939592897502,0.42736158880072217,0.34709879988446063,0.22454020407826214,-0.01169515940528959,0.977763152915229,151.90366592229745,194.75,NE,NE,NE
Rv3326,-,PROBABLE TRANSPOSASE ,25,25,True,0.4309307098943835,0.007914023333743136,0.22855056197262116,0.03966009183111961,-0.20238014792176232,4.226382539501133e-06,181.31420020242226,186.00800000000004,U,NE,GA
Rv3327,-,PROBABLE TRANSPOSASE FUSION PROTEIN ,20,20,True,0.5657690428164754,0.0014097200304609924,0.4896323590448937,3.4273622700049885e-05,-0.07613668377158173,0.18713573798531835,135.70825769473726,165.36999999999998,U,NE,GA
Rv3328c,sigJ,RNA polymerase sigma factor SigJ ,12,12,True,-0.05251409308945268,0.8550783886221505,0.329035260871504,0.03966009183111961,0.3815493539609567,0.000189014582908499,48.71330925764573,60.11666666666667,NE,NE,GA
Rv3329,-,hypothetical protein Rv3329 ,22,22,True,0.4232585164700904,0.015080557863303989,0.4841829976042271,1.627873898377322e-05,0.06092448113413673,0.25292230902157997,82.42505143917664,128.41818181818184,U,NE,GA
Rv3330,dacB1,PROBABLE PENICILLIN-BINDING PROTEIN DACB1 (D-ALANYL-D-ALANINE CARBOXYPEPTIDASE) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) ,20,19,True,0.23595680075714617,0.2278758378624355,0.2529885537226576,0.04114683286387166,0.017031752965511432,0.8177064754286647,103.034807157281,139.26,NE,NE,GA
Rv3331,sugI,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI ,25,23,True,0.032159061383757064,0.8712805078242222,0.15420367057247195,0.1716975497562569,0.12204460918871488,0.004142489983419107,53.07479627633559,80.22800000000001,NE,NE,NE
Rv3332,nagA,PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA (GLCNAC 6-P DEACETYLASE) ,6,6,True,-0.04386120029256586,0.9165719986973004,-0.20925993145830768,0.38131359930739794,-0.16539873116574183,0.452203904985915,43.617990507945734,41.88333333333333,NE,NE,NE
Rv3333c,-,HYPOTHETICAL PROLINE RICH PROTEIN ,12,11,True,-0.010822634157029574,0.9704507522653391,0.05570466571448467,0.7577538918860927,0.06652729987151425,0.5481561199656534,104.14450055936622,136.64166666666668,NE,NE,NE
Rv3334,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY) ,10,9,True,0.2082999420669506,0.47124508577974367,0.08028329457503683,0.6837551196087052,-0.12801664749191377,0.2936018181577871,92.79270732147452,106.71,NE,NE,NE
Rv3335c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,12,12,True,-0.1798872421726594,0.49596904944389925,-0.22300165598587962,0.17117172523226776,-0.04311441381322023,0.7170027666318554,38.09303611291623,45.89166666666667,NE,NE,NE
Rv3336c,trpS,tryptophanyl-tRNA synthetase ,16,3,False,,,,,,,,5.68125,E,ES,ES
Rv3337,-,hypothetical protein Rv3337 ,8,6,True,-0.0779119445442205,0.8243858929600391,0.048486701691537154,0.8324992336573105,0.12639864623575764,0.43434895121586403,,128.6375,NE,NE,NE
Rv3338,-,hypothetical protein Rv3338 ,5,4,True,-0.02862901953957309,0.9505575345067449,0.30038289293068215,0.2402101243117238,0.32901191247025524,0.2008692739829946,64.88078231349488,100.02,NE,NE,NE
Rv3339c,icd1,isocitrate dehydrogenase ,27,27,True,0.25063704103702883,0.1304562039586821,0.12107196475913852,0.2739260787389928,-0.12956507627789032,0.0009438939511025136,117.41156233048288,128.29999999999998,U,NE,NE
Rv3340,metC,O-acetylhomoserine aminocarboxypropyltransferase ,17,12,True,-0.9930688156394889,3.3585400658685974e-08,-1.3177565496917907,6.221089904646464e-28,-0.3246877340523018,4.007199621705284e-06,26.34412799587978,15.982352941176472,NE,NE,GD
Rv3341,metX,homoserine O-acetyltransferase ,15,1,False,,,,,,,,0.006666666666666667,E,ES,ES
Rv3342,-,POSSIBLE METHYLTRANSFERASE (METHYLASE) ,9,8,True,-0.1003525885970172,0.7530163812994214,-0.1006228980408024,0.6238228787005067,-0.0002703094437851994,0.9987844389773467,54.93564448073443,62.022222222222226,NE,NE,NE
Rv3343c,PPE54,PPE FAMILY PROTEIN ,157,144,True,-0.12203175517365306,0.07069528876065527,-0.11484769496529423,0.009010875968459313,0.007184060208358822,0.346104114255401,96.86602176714032,125.68152866242038,NE,NE,GD
Rv3344c,PE_PGRS49,PE-PGRS FAMILY PROTEIN ,5,5,True,-0.6486207319757824,0.08874427668355908,-0.27546684427780066,0.2837755366781387,0.37315388769798175,0.14857424561893667,49.225447610038785,34.17999999999999,NE,NE,NE
Rv3345c,PE_PGRS50,PE-PGRS FAMILY PROTEIN ,48,41,True,-0.4902765416711319,7.73302085562785e-06,-0.004939626758260646,0.9587797541431621,0.48533691491287123,0.0,21.52033926981352,40.41458333333333,NE,NE,NE
Rv3346c,-,hypothetical protein Rv3346c ,4,4,True,0.5076945529017284,0.24747881218055606,0.6207236772545877,0.02419111533457879,0.11302912435285928,0.7629928063601018,192.08398599811616,273.525,S,GA,GA
Rv3347c,PPE55,PPE FAMILY PROTEIN ,121,120,True,0.4606750334444426,3.451761379438017e-12,0.4866308509481823,7.8884998683512e-27,0.02595581750373971,0.0017372743799476268,181.2076035021224,229.02314049586775,NE,GA,GA
Rv3348,-,PROBABLE TRANSPOSASE ,4,4,True,0.0028674929784482392,0.9956783518179121,0.42494758209903505,0.13038086350860686,0.4220800891205868,0.20996405261177659,50.61758372451718,66.22500000000001,NE,NE,NE
Rv3349c,-,PROBABLE TRANSPOSASE ,4,3,True,0.12905681747100736,0.7912362331949478,0.061028263360960476,0.8516313205011892,-0.06802855411004688,0.8589268371156641,95.00415789161309,155.8,NE,NE,NE
Rv3350c,PPE56,PPE FAMILY PROTEIN ,130,124,True,0.28586928574122206,2.059204962132018e-05,0.3748189891591721,2.1625450956512095e-17,0.08894970341795005,0.0,151.2948508631205,201.40230769230766,NE,NE,GA
Rv3351c,-,hypothetical protein Rv3351c ,15,15,True,0.8021410284304871,5.392153638172955e-05,0.5471281688820604,6.587555343594243e-05,-0.2550128595484267,0.0007833364100657407,330.3112661249999,291.73333333333335,NE,GA,GA
Rv3352c,-,POSSIBLE OXIDOREDUCTASE ,2,2,True,0.205723121591924,0.7621881753386155,0.3140382826400149,0.45255232669661666,0.10831516104809089,0.8995357268655715,135.16486448373576,68.45,S,GA,NE
Rv3353c,-,hypothetical protein Rv3353c ,4,4,True,0.4114829877463583,0.3549799760416744,0.5663460029580636,0.04085806545842391,0.1548630152117053,0.675523566608852,123.38057681877297,127.85,S,GA,GA
Rv3354,-,hypothetical protein Rv3354 ,7,7,True,0.5245569744979269,0.10495431914271412,0.5294760348983607,0.010198898071799536,0.004919060400433772,0.9826608271907771,108.37591390870999,178.29999999999998,NE,GA,GA
Rv3355c,-,hypothetical protein Rv3355c ,5,4,True,-0.6330816437167714,0.09747152504144216,-0.28045796911386794,0.2751009277065386,0.3526236746029035,0.1726198307625796,64.79550256552265,28.380000000000003,NE,GA,NE
Rv3356c,folD,PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE ,9,1,False,,,,,,,,0.08888888888888889,E,ES,ES
Rv3357,-,hypothetical protein Rv3357 ,5,5,True,0.6108947416673192,0.11091160443416853,0.48312772056440495,0.052032820287734184,-0.1277670211029142,0.6580920163995794,126.0600441863758,163.94,NE,NE,NE
Rv3358,-,hypothetical protein Rv3358 ,4,4,True,0.6105156815976858,0.1582935588121187,0.8103726511421904,0.002719257721343004,0.1998569695445046,0.5713194820584026,77.32622872420015,159.775,S,NE,GA
Rv3359,-,POSSIBLE OXIDOREDUCTASE ,19,19,True,0.4461849087996183,0.017675570374447044,0.3876770033260708,0.0017242714465170493,-0.058507905473547506,0.36241804774773356,154.33856546884283,174.53157894736844,NE,NE,GA
Rv3360,-,hypothetical protein Rv3360 ,2,2,True,0.8062431956229408,0.1895357029180939,0.3177874205925275,0.4480315240024949,-0.48845577503041326,0.560289283484974,168.0218514671999,221.7,S,NE,NE
Rv3361c,-,hypothetical protein Rv3361c ,6,5,True,-0.2693905562764321,0.4705474087851768,-0.024639024922358546,0.9273950479690892,0.24475153135407357,0.24273115988494562,37.339771805287235,41.43333333333334,NE,NE,NE
Rv3362c,-,PROBABLE ATP/GTP-BINDING PROTEIN ,6,5,True,-0.40856214149734343,0.2542358972857475,-0.24271783348596254,0.3031850203290564,0.1658443080113809,0.4509607969424187,43.681283563043706,40.666666666666664,NE,NE,NE
Rv3363c,-,hypothetical protein Rv3363c ,7,6,True,0.1459646633353932,0.6823144847936347,0.2755662638169047,0.19872574345974614,0.12960160048151148,0.4944479008053179,57.69118649634807,112.68571428571428,NE,NE,NE
Rv3364c,-,hypothetical protein Rv3364c ,5,5,True,-0.06424684653977616,0.8858143423712825,0.1932488694579245,0.465627089776579,0.25749571599770066,0.32013880609151824,43.7590406850392,86.9,NE,NE,NE
Rv3365c,-,hypothetical protein Rv3365c ,33,33,True,0.26692533077101566,0.06913542207418809,0.4240613225536181,3.210600050438774e-06,0.15713599178260246,1.1752176205590514e-06,71.68810621477057,109.22424242424243,U,NE,GA
Rv3366,spoU,PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE) ,7,6,True,0.17791759203728755,0.6139213664543172,0.2605813136173922,0.2258077281885699,0.08266372158010463,0.6875550205512052,111.26267564616641,129.55714285714285,NE,NE,NE
Rv3367,PE_PGRS51,PE-PGRS FAMILY PROTEIN ,24,22,True,-0.14038322267035347,0.44953057303438354,0.19685903220852838,0.08406707106584253,0.3372422548788818,6.743040200281787e-11,52.824637034991326,84.05416666666667,NE,NE,NE
Rv3368c,-,POSSIBLE OXIDOREDUCTASE ,9,9,True,0.47067634901839983,0.09846014788648509,0.3753330236074422,0.04215391544450399,-0.09534332541095764,0.5176103959364962,77.3762475768113,118.43333333333334,NE,NE,GA
Rv3369,-,hypothetical protein Rv3369 ,7,7,True,0.36420282452734265,0.2745792057193474,0.2945348288365274,0.16723319705728978,-0.06966799569081528,0.7361480205160338,68.75035132222354,94.31428571428572,NE,NE,NE
Rv3370c,dnaE2,error-prone DNA polymerase ,35,34,True,-0.12966263536816255,0.3917548594681669,-0.18732734090961833,0.04556883322916371,-0.05766470554145578,0.06289452058498961,47.800800473646134,54.24857142857144,NE,NE,GD
Rv3371,-,hypothetical protein Rv3371 ,23,19,True,-0.44602159042595446,0.008393224922246551,-0.45266431836734516,4.1960883119322826e-05,-0.0066427279413907026,0.9225005219920471,39.335760838202255,26.94347826086956,NE,NE,GD
Rv3372,otsB2,POSSIBLE TREHALOSE 6-PHOSPHATE PHOSPHATASE OTSB2 (TREHALOSE-PHOSPHATASE) (TPP) ,9,0,False,,,,,,,,0.0,E,ES,ESB
Rv3373,echA18,PROBABLE ENOYL-CoA HYDRATASE ECHA18 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) ,3,3,True,0.2647032407881202,0.6231087058161341,-0.11252922059591026,0.7560184714268072,-0.37723246138403044,0.4354075662508681,76.50256555937082,73.56666666666666,NE,NE,NE
Rv3374,echA18.1,PROBABLE ENOYL-CoA HYDRATASE (FRAGMENT) ECHA18.1 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) ,3,3,True,0.20538184599420548,0.707464340821925,0.12986834426727875,0.7205546676411585,-0.07551350172692672,0.8880475731469197,39.99502843254029,69.0,S,NE,NE
Rv3375,amiD,PROBABLE AMIDASE AMID (ACYLAMIDASE) (ACYLASE) ,22,20,True,-0.2750372908137912,0.13494211014195226,-0.12422637739832379,0.31361067725411373,0.1508109134154674,0.0020592803543853094,29.38525855451293,43.76818181818182,NE,NE,NE
Rv3376,-,hypothetical protein Rv3376 ,9,9,True,0.3528316025405974,0.22619265698149865,0.2882356870265608,0.12349241783030966,-0.0645959155140366,0.6838933105172695,113.88699904165242,124.73333333333332,NE,NE,NE
Rv3377c,-,POSSIBLE CYCLASE ,58,53,True,-0.3018508224519728,0.00424776773394303,-0.5119134637519034,1.42414823262821e-14,-0.21006264129993057,0.0,59.554658044560625,66.90172413793104,NE,NE,GD
Rv3378c,-,hypothetical protein Rv3378c ,40,33,True,-0.7936223374479664,5.293968634659848e-12,-1.0761912217946519,1.0729825545039053e-42,-0.2825688843466855,0.0,21.23608373532428,16.1875,NE,NE,GD
Rv3379c,dxs2,1-deoxy-D-xylulose-5-phosphate synthase ,35,34,True,-0.0367661446059541,0.8263913292680558,-0.11103849456218137,0.2529488792251687,-0.07427234995622728,0.014070491672886988,87.56765637299468,90.11714285714287,NE,NE,NE
Rv3380c,-,PROBABLE TRANSPOSASE ,23,23,True,0.4250211929595763,0.012353973973245625,0.21165348526153963,0.0683967246742189,-0.21336770769803667,9.198138872042027e-06,175.98551926876388,186.6956521739131,U,NE,NE
Rv3381c,-,PROBABLE TRANSPOSASE ,5,5,True,0.3392108229390757,0.3978301876169837,0.2616158920781322,0.3140659126091139,-0.07759493086094349,0.7945629464940599,107.48560608599387,148.78,NE,NE,NE
