#Gumbel
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit gumbel murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_gumbel.txt
#Data: b'murray2013_caulobacter_table_S3_remapped.wig'
#Annotation path: b'Caulobacter_NA1000.prot_table'
#FDR Corrected thresholds: 0.996100, 0.064400
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.048927
#Time: 153.75576615333557
#Orf	Name	Desc	k	n	r	s	zbar	Call
CCNA_02961	-	NeuB-family N-acetylneuraminate synthase	12	12	0	0	0.000000	NE
CCNA_02962	-	HicB-family RNAse H fold protein	5	6	1	2	0.000000	NE
CCNA_02963	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02964	-	thioredoxin-disulfide reductase	3	9	5	486	0.999900	E
CCNA_02965	-	cell wall hydrolase family protein	16	17	1	2	0.000000	NE
CCNA_02966	-	non-specific DNA-binding protein Dps/iron-binding ferritin-like antioxidant protein/ferroxidase	6	7	1	2	0.000000	NE
CCNA_02967	-	PAS-family sensor histidine kinase	21	21	0	0	0.154600	U
CCNA_02969	-	TetR-family transcriptional regulator	3	3	0	0	-1.000000	S
CCNA_02970	-	putative thiol-disulfide oxidoreductase	1	1	0	0	-1.000000	S
CCNA_02971	-	membrane permease	8	8	0	0	0.000000	NE
CCNA_02972	-	2OG-Fe(II) oxygenase-related protein	9	9	0	0	0.000000	NE
CCNA_02973	relB-3	antitoxin protein relB-3	4	5	1	2	-1.000000	S
CCNA_02974	relE-3	toxin protein relE-3	5	6	1	2	-1.000000	S
CCNA_02975	-	excinuclease ABC subunit C	14	14	0	0	0.000000	NE
CCNA_02976	-	MCP-signal associated domain protein	0	0	0	0	-1.000000	S
CCNA_02977	sigU	RNA polymerase ECF-type sigma factor sigU	3	3	0	0	0.000000	NE
CCNA_02978	-	two-component sensor histidine kinase	15	16	1	2	0.000000	NE
CCNA_02979	-	cysteine desulfhydrase/selenocysteine lyase	12	12	0	0	0.000000	NE
CCNA_02980	-	tryptophan 2,3-dioxygenase	10	11	1	2	0.000000	NE
CCNA_02981	-	AsnC-family transcriptional regulator	6	6	0	0	0.000000	NE
CCNA_02982	-	porin	12	13	1	2	0.000000	NE
CCNA_02983	-	polyprenyl-phosphate beta-D-glucosyltransferase	11	13	1	2	0.000000	NE
CCNA_02984	-	conserved hypothetical membrane protein	4	5	1	2	0.000000	NE
CCNA_02985	-	methyltransferase	8	8	0	0	0.000000	NE
CCNA_02986	-	phage-related conserved hypothetical protein	18	18	0	0	0.000000	NE
CCNA_02987	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_02988	-	glyoxalase/bleomycin resistance protein, dioxygenase superfamily	8	9	1	2	0.000000	NE
CCNA_02989	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_02991	-	transposase	8	9	1	2	0.000000	NE
CCNA_02992	-	conserved hypothetical membrane protein	4	4	0	0	0.000000	NE
CCNA_02993	-	NADH-ubiquinone oxidoreductase	5	5	0	0	0.000000	NE
CCNA_02994	-	carbamoyl-phosphate synthase large chain	28	32	3	47	0.000000	NE
CCNA_02995	-	glutathione S-transferase	5	6	1	2	0.000000	NE
CCNA_02996	-	patatin family phospholipase domain protein	13	13	0	0	0.000000	NE
CCNA_02997	cspA	cold shock protein CspA	1	1	0	0	-1.000000	S
CCNA_02999	-	conserved hypothetical protein	9	10	1	2	0.000000	NE
CCNA_03000	-	conserved hypothetical protein	15	15	0	0	0.000000	NE
CCNA_03001	-	conserved hypothetical protein	3	3	0	0	-1.000000	S
CCNA_03002	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	2	3	1	2	0.000000	NE
CCNA_03003	-	two component sensor histidine kinase	11	11	0	0	0.000000	NE
CCNA_03004	-	nucleoside/nucleotide kinase	7	7	0	0	0.000000	NE
CCNA_03005	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03006	-	quinolinate synthetase A	6	10	2	177	0.000000	NE
CCNA_03007	-	L-aspartate oxidase	6	8	2	443	0.741700	U
CCNA_03008	-	putative PD-(D/E)xK nuclease protein	2	2	0	0	-1.000000	S
CCNA_03009	-	nicotinate-nucleotide pyrophosphorylase	1	4	2	385	0.902400	U
CCNA_03010	-	MAPEG family protein	4	4	0	0	0.000000	NE
CCNA_03011	-	outer membrane lipoprotein Blc	9	9	0	0	0.000000	NE
CCNA_03012	-	peroxiredoxin	7	7	0	0	0.000000	NE
CCNA_03013	-	alkyl hydroperoxide reductase subunit F	10	12	1	2	0.000000	NE
CCNA_03014	-	hypothetical protein	23	24	1	2	0.000000	NE
CCNA_03015	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03016	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03017	-	hydrogenase, cytochrome b-type subunit	9	9	0	0	0.000000	NE
CCNA_03018	-	transposase	8	8	0	0	0.000000	NE
CCNA_03019	-	TonB-dependent receptor	39	40	1	2	0.000000	NE
CCNA_03020	-	phosphatidylinositol-specific phospholipase C1-like protein	8	8	0	0	0.000000	NE
CCNA_03021	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03022	-	PiuB-family transmembrane transporter	14	15	1	2	0.000000	NE
CCNA_03023	-	TonB-dependent receptor	25	26	1	2	0.000000	NE
CCNA_03024	-	branched-chain amino acid aminotransferase	12	12	0	0	0.000000	NE
CCNA_03025	-	MarR-family transcriptional regulator	3	3	0	0	0.000000	NE
CCNA_03026	-	two-component response regulator petR	2	3	1	2	0.000000	NE
CCNA_03027	-	two-component sensor histidine kinase	9	10	1	2	0.000000	NE
CCNA_03028	-	prephenate dehydratase	9	9	0	0	0.000000	NE
CCNA_03029	-	3-deoxy-manno-octulosonate cytidylyltransferase	5	9	2	56	0.000000	NE
CCNA_03030	-	cytochrome c2	7	7	0	0	0.000000	NE
CCNA_03031	-	NlpC/P60 family protein	7	8	1	2	0.000000	NE
CCNA_03032	-	leucyl aminopeptidase	13	15	1	2	0.000000	NE
CCNA_03033	-	Flp pilus assembly protein TadD	5	5	0	0	0.000000	NE
CCNA_03034	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03035	-	TadC-related pilus assembly protein	10	10	0	0	0.000000	NE
CCNA_03036	-	TadB-related pilus assembly protein	6	6	0	0	0.000000	NE
CCNA_03037	cpaF	pilus assembly ATPase CpaF	9	9	0	0	0.000000	NE
CCNA_03038	cpaE	pilus assembly ATPase CpaE	9	9	0	0	0.000000	NE
CCNA_03039	cpaD	pilus assembly protein CpaD	5	6	1	2	0.000000	NE
CCNA_03040	cpaC	outer membrane pilus secretion channel CpaC	13	13	0	0	0.000000	NE
CCNA_03041	cpaB	pilus assembly protein CpaB	4	4	0	0	0.000000	NE
CCNA_03042	cpaA	pilus assembly prepilin peptidase CpaA	4	4	0	0	0.000000	NE
CCNA_03043	pilA	type IV pilin protein pilA	1	1	0	0	-1.000000	S
CCNA_03044	-	CpaC-related secretion pathway protein	3	3	0	0	0.000000	NE
CCNA_03045	-	TadG-related pilus assembly protein	5	5	0	0	0.000000	NE
CCNA_03046	-	TadE-related pilus assembly protein	4	5	1	2	0.000000	NE
CCNA_03047	-	4-amino-4-deoxychorismate lyase	1	1	0	0	-1.000000	S
CCNA_03048	-	para-aminobenzoate synthetase component I	13	13	0	0	0.000000	NE
CCNA_03049	-	transporter, MFS superfamily	17	17	0	0	0.000000	NE
CCNA_03050	-	protein tyrosine phosphatase	13	13	0	0	0.000000	NE
CCNA_03051	-	hypothetical protein	4	4	0	0	-1.000000	S
CCNA_03052	-	acyltransferase	10	11	1	2	0.000000	NE
CCNA_03053	-	dioxygenase	5	6	1	2	0.000000	NE
CCNA_03054	-	AraC-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03055	-	AraC-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03056	-	limonene-1,2-epoxide hydrolase	7	7	0	0	0.000000	NE
CCNA_03057	-	glyoxalase family protein	2	2	0	0	-1.000000	S
CCNA_03058	-	carbon-nitrogen hydrolase	10	10	0	0	0.000000	NE
CCNA_03059	-	conserved hypothetical membrane protein	2	3	1	2	0.000000	NE
CCNA_03060	-	conserved hypothetical protein	5	5	0	0	-1.000000	S
CCNA_03061	-	SDR family dehydrogenase, group 9	12	14	1	2	0.000000	NE
CCNA_03062	-	cell wall hydrolase family protein	16	16	0	0	0.000000	NE
CCNA_03063	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_03064	-	PadR-family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_03065	-	cytochrome c family protein	2	3	1	2	0.000000	NE
CCNA_03066	-	GAF/PAS-family sensor histidine kinase	6	7	1	2	0.000000	NE
CCNA_03067	-	MarR-family transcriptional regulator	3	3	0	0	0.000000	NE
CCNA_03068	-	glutathione S-transferase	10	10	0	0	0.000000	NE
CCNA_03069	-	Lumazine-bd-2 family protein	6	6	0	0	-1.000000	S
CCNA_03070	-	4-oxalocrotonate tautomerase	2	2	0	0	-1.000000	S
CCNA_03071	-	flagellar hook-associated protein FlgL	13	13	0	0	0.000000	NE
CCNA_03072	-	TetR-family transcriptional regulator	4	4	0	0	0.000000	NE
CCNA_03073	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03074	-	C factor cell-cell signaling protein	1	2	1	2	-1.000000	S
CCNA_03075	-	DeoR-like HTH transcriptional regulator	0	0	0	0	-1.000000	S
CCNA_03076	-	excinuclease ABC subunit B	28	30	1	2	0.000000	NE
CCNA_03077	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03078	-	Arc/MetJ-family transcriptional regulator	3	3	0	0	-1.000000	S
CCNA_03079	parE-4	toxin protein parE-4	5	5	0	0	0.000000	NE
CCNA_03080	parD-4	antitoxin protein parD-4	2	4	1	2	0.000000	NE
CCNA_03081	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03082	-	hypothetical protein	15	15	0	0	0.000000	NE
CCNA_03083	-	hybrid sensor histidine kinase/receiver domain protein	5	6	1	2	0.000000	NE
CCNA_03084	-	conserved hypothetical membrane protein	17	17	0	0	0.000000	NE
CCNA_03085	-	nitropropane dioxygenase/trans-enoyl-CoA reductase family	4	5	1	2	0.000000	NE
CCNA_03086	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03087	-	H-NOX family heme binding protein	6	6	0	0	0.000000	NE
CCNA_03088	-	two-component sensor histidine kinase	8	10	2	69	0.000100	NE
CCNA_03089	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03090	-	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	1	7	6	779	1.000000	E
CCNA_03091	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03092	-	cytochrome P450 family protein	9	10	1	2	0.000000	NE
CCNA_03093	-	OsmC-related redox protein	1	1	0	0	-1.000000	S
CCNA_03094	-	citrate lyase beta subunit	7	7	0	0	0.000000	NE
CCNA_03095	-	small-conductance mechanosensitive channel	7	7	0	0	0.000000	NE
CCNA_03096	-	TonB-dependent receptor	50	52	1	2	0.000000	NE
CCNA_03097	-	aldo/keto reductase family protein	8	8	0	0	0.000000	NE
CCNA_03098	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03099	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03100	-	alkylphosphonate utilization operon protein PhnA	1	1	0	0	-1.000000	S
CCNA_03101	xerD	site-specific tyrosine recombinase XerD	7	7	0	0	0.000000	NE
CCNA_03102	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_03103	-	shikimate kinase	2	2	0	0	-1.000000	S
CCNA_03104	-	3-dehydroquinate synthase	5	5	0	0	0.000000	NE
CCNA_03105	-	DnaJ domain protein	8	8	0	0	0.000000	NE
CCNA_03106	-	BolA protein	0	0	0	0	-1.000000	S
CCNA_03107	-	cytidine deaminase	6	6	0	0	0.000000	NE
CCNA_03108	-	TonB-dependent outer membrane receptor	44	47	1	2	0.000000	NE
CCNA_03110	-	two-component receiver domain protein	1	1	0	0	-1.000000	S
CCNA_03112	-	magnesium and cobalt efflux protein corB	7	7	0	0	0.000000	NE
CCNA_03113	-	membrane-associated phospholipid phosphatase	3	4	1	2	0.000000	NE
CCNA_03114	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03115	-	cobaltochelatase cobS subunit	8	9	1	2	0.000000	NE
CCNA_03116	-	hypothetical protein	5	5	0	0	-1.000000	S
CCNA_03117	bacB	bactofilin B BacB	3	3	0	0	0.000000	NE
CCNA_03118	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03119	-	hypothetical protein	14	14	0	0	0.000000	NE
CCNA_03120	-	chemotaxis protein cheW	2	2	0	0	-1.000000	S
CCNA_03121	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03122	-	conserved membrane spanning protein	6	6	0	0	0.000000	NE
CCNA_03123	-	ArsR-family transcriptional regulator	2	3	1	2	0.000000	NE
CCNA_03124	-	NAD/mycothiol-dependent formaldehyde dehydrogenase	7	7	0	0	0.000000	NE
CCNA_03125	-	melibiose carrier protein	14	14	0	0	0.000000	NE
CCNA_03126	-	non-hemolytic phospholipase C	20	20	0	0	0.077900	U
CCNA_03127	-	aminoacyl-histidine dipeptidase	12	12	0	0	0.000000	NE
CCNA_03128	-	transporter, drug/metabolite exporter family	10	10	0	0	0.000000	NE
CCNA_03129	-	peptidoglycan-specific endopeptidase, M23 family	9	11	1	2	0.000000	NE
CCNA_03130	ctrA	cell cycle response regulator ctrA	0	12	12	678	0.999200	E
CCNA_03131	-	LytR/AlgR-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03132	higA	transcriptional regulator, antitoxin protein higA	6	6	0	0	0.000000	NE
CCNA_03133	higB	toxin protein higB	4	4	0	0	-1.000000	S
CCNA_03134	-	alpha/beta hydrolase family protein	6	7	1	2	0.000000	NE
CCNA_03135	fliI	flagellum-specific ATP synthase fliL	12	14	1	2	0.000000	NE
CCNA_03136	fliJ	flagellar export protein FliJ	2	3	1	2	-1.000000	S
CCNA_03137	-	endo-1,4-beta-xylanase	9	10	1	2	0.000000	NE
CCNA_03138	katG	peroxidase/catalase katG	17	17	0	0	0.000000	NE
CCNA_03139	-	dihydroxy-acid dehydratase	10	11	1	2	0.000000	NE
CCNA_03140	-	LysR-family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_03141	-	phosphoserine phosphatase	6	6	0	0	0.000000	NE
CCNA_03142	rpoD	RNA polymerase sigma factor rpoD	2	15	13	1055	1.000000	E
CCNA_03143	-	PAS-family sensor histidine kinase	7	7	0	0	0.000000	NE
CCNA_03144	dnaG	DNA primase	0	12	12	1532	0.993400	U
CCNA_03146	-	M61 glycyl aminopeptidase	24	26	1	2	0.000000	NE
CCNA_03147	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_03148	-	conserved hypothetical protein	24	24	0	0	0.434600	U
CCNA_03149	-	beta-glucosidase/beta-xylosidase	21	21	0	0	0.155900	U
CCNA_03150	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03151	-	sialic acid-specific 9-O-acetylesterase	20	20	0	0	0.080300	U
CCNA_03152	-	truncated hemoglobin	2	2	0	0	-1.000000	S
CCNA_03153	-	biofilm formation and stress response factor BsmA	6	7	1	2	0.000000	NE
CCNA_03154	-	PAS-family sensor histidine kinase/receiver protein	18	18	0	0	0.000000	NE
CCNA_03155	-	PepSY-associated transmembrane protein	1	1	0	0	-1.000000	S
CCNA_03156	-	putative periplasmic protein	5	5	0	0	0.000000	NE
CCNA_03157	-	conserved hypothetical protein	5	6	1	2	0.000000	NE
CCNA_03158	-	iron-sulfur cluster assembly/repair protein ApbE	5	5	0	0	0.000000	NE
CCNA_03159	-	sulfite reductase (NADPH) flavoprotein alpha-component	12	13	1	2	0.000000	NE
CCNA_03160	-	molybdopterin-guanine dinucleotide biosynthesis protein A	3	3	0	0	0.000000	NE
CCNA_03161	xylR	transcriptional regulator xylR	6	6	0	0	0.000000	NE
CCNA_03162	argJ	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	8	12	2	388	0.606700	U
CCNA_03163	-	peptidyl-prolyl cis-trans isomerase	4	4	0	0	0.000000	NE
CCNA_03164	-	protein translocase subunit secA	2	27	21	1892	1.000000	E
CCNA_03165	-	major facilitator superfamily transporter	6	6	0	0	0.000000	NE
CCNA_03166	-	ArsR-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03167	-	hypothetical protein	16	18	1	2	0.000000	NE
CCNA_03168	-	hypothetical protein	12	13	1	2	0.000000	NE
CCNA_03169	-	SH3 domain protein	3	4	1	2	0.000000	NE
CCNA_03170	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03171	-	hybrid sensor histidine kinase/receiver domain protein	16	18	1	2	0.000000	NE
CCNA_03172	-	3-oxoacyl-(acyl-carrier protein) reductase	5	5	0	0	0.000000	NE
CCNA_03173	-	hydrophobic ligand-binding SRPBCC domain protein	5	6	1	2	0.000000	NE
CCNA_03174	-	major facilitator superfamily transporter	10	10	0	0	0.000000	NE
CCNA_03175	-	conserved hypothetical protein	7	8	1	2	0.000000	NE
CCNA_03176	-	nucleotidyltransferase	2	2	0	0	-1.000000	S
CCNA_03177	-	methylmalonyl-CoA mutase MeaA-like protein	20	20	0	0	0.078100	U
CCNA_03178	-	MerR-family transcriptional regulator	3	4	1	2	0.000000	NE
CCNA_03179	-	NADH-dependent flavin oxidoreductase	8	9	1	2	0.000000	NE
CCNA_03180	-	enoyl-CoA hydratase/isomerase	0	1	1	2	-1.000000	S
CCNA_03181	-	alcohol dehydrogenase	9	9	0	0	0.000000	NE
CCNA_03182	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03183	-	beta-lactamase family protein	15	15	0	0	0.000000	NE
CCNA_03184	-	acyl-CoA dehydrogenase	13	14	1	2	0.000000	NE
CCNA_03185	-	glutathione S-transferase	9	10	1	2	0.000000	NE
CCNA_03186	-	conserved hypothetical protein	17	17	0	0	0.000000	NE
CCNA_03187	-	cysteine/acetylserine efflux protein	5	5	0	0	0.000000	NE
CCNA_03188	-	epoxide hydrolase	12	12	0	0	0.000000	NE
CCNA_03189	-	glutathione-dependent formaldehyde-activating enzyme	5	5	0	0	0.000000	NE
CCNA_03190	-	low-specificity L-threonine aldolase	6	7	1	2	0.000000	NE
CCNA_03191	-	PAS-family GGDEF/EAL family protein	21	21	0	0	0.152700	U
CCNA_03192	-	carboxymuconolactone decarboxylase family protein	5	6	1	2	0.000000	NE
CCNA_03193	-	lactoylglutathione lyase	2	3	1	2	0.000000	NE
CCNA_03194	-	conserved inner membrane protein	1	1	0	0	-1.000000	S
CCNA_03195	rpoH	RNA polymerase sigma factor RpoH	7	9	2	11	0.000000	NE
CCNA_03196	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03197	-	alpha/beta hydrolase family protein	9	10	1	2	0.000000	NE
CCNA_03198	-	two-component response regulator	6	6	0	0	0.000000	NE
CCNA_03199	-	conserved hypothetical protein	16	18	2	8	0.000000	NE
CCNA_03200	-	hybrid sensor histidine kinase/receiver domain protein	14	14	0	0	0.000000	NE
CCNA_03201	-	adenylosuccinate synthetase	12	12	0	0	0.000000	NE
CCNA_03202	-	lipid A 3-O-deacylase PagL	11	11	0	0	0.000000	NE
CCNA_03203	-	threo-3-hydroxyaspartate ammonia-lyase	5	5	0	0	0.000000	NE
CCNA_03204	-	alanine racemase	11	11	0	0	0.000000	NE
CCNA_03205	-	M28-family zinc peptidase	18	20	1	2	0.000000	NE
CCNA_03206	-	L-serine dehydratase	8	9	1	2	0.000000	NE
CCNA_03207	-	conserved hypothetical protein	12	13	1	2	0.000000	NE
CCNA_03208	-	steroid 5-alpha reductase family enzyme	14	14	0	0	0.000000	NE
CCNA_03209	-	acetyl-coenzyme A synthetase	12	12	0	0	0.000000	NE
CCNA_03210	-	MarR-family transcriptional regulator	8	9	1	2	0.000000	NE
CCNA_03211	-	L-Ala-D/L-Glu racemase	5	6	1	2	0.000000	NE
CCNA_03212	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03213	-	polyhydroxyalkanoic acid system protein	1	1	0	0	-1.000000	S
CCNA_03214	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_03215	-	ARO8 family aminotransferase/HTH DNA-binding protein	19	20	1	2	0.000000	NE
CCNA_03216	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03217	-	TetR-family transcriptional regulator	8	8	0	0	0.000000	NE
CCNA_03218	-	periplasmic multidrug efflux lipoprotein precursor	4	4	0	0	0.000000	NE
CCNA_03219	acrB5	cation/multidrug efflux pump acrB5	21	22	1	2	0.000000	NE
CCNA_03221	-	phytoene dehydrogenase	17	17	0	0	0.000000	NE
CCNA_03222	-	ring hydroxylating dioxygenase, alpha-subunit	17	17	0	0	0.000000	NE
CCNA_03223	-	TetR-family transcriptional regulator	6	6	0	0	0.000000	NE
CCNA_03224	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_03225	-	Metallo-dependent hydrolase	12	12	0	0	0.000000	NE
CCNA_03226	-	basic amino acid/polyamine antiporter (APA) family transporter	15	15	0	0	0.000000	NE
CCNA_03227	-	TonB-dependent receptor	48	51	2	14	0.000000	NE
CCNA_03228	-	tetratricopeptide repeat family protein	22	23	1	2	0.000000	NE
CCNA_03229	-	FAD dependent oxidoreductase	14	15	1	2	0.000000	NE
CCNA_03230	-	glutamine synthetase GlnA	17	17	0	0	0.000000	NE
CCNA_03231	relB-4	anti-toxin protein relB-4	1	2	1	2	-1.000000	S
CCNA_03232	relE-4	toxin protein relE-4	9	9	0	0	0.000000	NE
CCNA_03233	-	Acetyl ornithine aminotransferase	17	19	2	10	0.000000	NE
CCNA_03234	-	glutamine amidotransferase, class I	5	5	0	0	0.000000	NE
CCNA_03235	-	spermidine/putrescine transport ATP-binding protein potA	9	9	0	0	0.000000	NE
CCNA_03236	-	spermidine/putrescine transport system permease protein potC	6	6	0	0	0.000000	NE
CCNA_03238	-	ABC-type spermidine/putrescine transport system, permease component II	9	9	0	0	0.000000	NE
CCNA_03239	-	spermidine/putrescine-binding protein	15	16	1	2	0.000000	NE
CCNA_03240	-	glutamine synthetase GlnA	18	19	1	2	0.000000	NE
CCNA_03241	-	glutamate-1-semialdehyde 2,1-aminomutase	5	7	1	2	0.000000	NE
CCNA_03242	-	succinic semialdehyde dehydrogenase	12	12	0	0	0.000000	NE
CCNA_03243	-	NADP+-dependent gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase	14	14	0	0	0.000000	NE
CCNA_03244	-	GntR-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03245	-	beta alanine-pyruvate transaminase	14	14	0	0	0.000000	NE
CCNA_03246	-	conserved hypothetical protein	11	12	1	2	0.000000	NE
CCNA_03247	-	methyl-accepting chemotaxis protein	10	10	0	0	0.000000	NE
CCNA_03248	-	TonB-dependent receptor	49	51	1	2	0.000000	NE
CCNA_03249	-	TonB-dependent receptor	48	48	0	0	0.495600	U
CCNA_03250	-	EAL-domain diguanylate phosphodiesterase	11	12	1	2	0.000000	NE
CCNA_03252	-	CopY/TcrY-family transcriptional regulator	2	2	0	0	-1.000000	S
CCNA_03253	-	MecR1-related antirepressor protein	8	8	0	0	0.000000	NE
CCNA_03254	-	pectate lyase	16	17	1	2	0.000000	NE
CCNA_03255	-	PemK-family protein	9	9	0	0	0.000000	NE
CCNA_03256	-	chorismate synthase	7	10	1	2	0.000000	NE
CCNA_03257	-	chemotaxis receiver domain protein CheYIII	6	6	0	0	0.000000	NE
CCNA_03258	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_03259	-	mannose-6-phosphate isomerase	5	5	0	0	0.000000	NE
CCNA_03260	-	queuosine biosynthesis protein QueD	5	5	0	0	0.000000	NE
CCNA_03261	-	queuosine biosynthesis protein QueE	8	8	0	0	0.000000	NE
CCNA_03262	-	queuosine biosynthesis protein QueC	8	8	0	0	0.000000	NE
CCNA_03263	-	TonB-dependent receptor	54	54	0	0	0.493000	U
CCNA_03265	-	CBS pair-family sensor histidine kinase/receiver domain protein	7	7	0	0	0.000000	NE
CCNA_03266	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03267	-	HipB-related transcriptional regulatory protein	3	3	0	0	-1.000000	S
CCNA_03268	dgrB	diguanylate receptor protein DgrB	1	1	0	0	-1.000000	S
CCNA_03269	-	glucokinase	11	11	0	0	0.000000	NE
CCNA_03270	-	AsnC-family transcriptional regulator	6	6	0	0	0.000000	NE
CCNA_03271	-	methionine gamma-lyase	9	10	1	2	0.000000	NE
CCNA_03272	-	two-component sensor histidine kinase	15	16	1	2	0.000000	NE
CCNA_03273	-	conserved hypothetical protein	8	8	0	0	0.000000	NE
CCNA_03274	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_03275	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_03276	-	glycerophosphoryl diester phosphodiesterase	4	4	0	0	0.000000	NE
CCNA_03277	-	glycosyltransferase	6	6	0	0	0.000000	NE
CCNA_03278	-	aminobutyraldehyde dehydrogenase	16	16	0	0	0.000000	NE
CCNA_03279	-	short chain dehydrogenase	12	12	0	0	0.000000	NE
CCNA_03280	-	pyruvate ferredoxin/flavodoxin oxidoreductase family protein	39	41	1	2	0.000000	NE
CCNA_03281	-	AsnC-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_03282	-	pirin	8	9	1	2	0.000000	NE
CCNA_03283	-	TIM-barrel metal-dependent hydrolase	14	14	0	0	0.000000	NE
CCNA_03284	-	adenosine deaminase	13	13	0	0	0.000000	NE
CCNA_03285	-	magnesium and cobalt transport protein CorA	12	13	1	2	0.000000	NE
CCNA_03286	-	hypothetical protein	6	6	0	0	0.000000	NE
CCNA_03287	-	PadR-family transcriptional regulator	3	3	0	0	-1.000000	S
CCNA_03288	-	YcfA superfamily protein	1	1	0	0	-1.000000	S
CCNA_03289	-	HicB-family RNA-binding protein	5	8	2	27	0.000000	NE
CCNA_03290	-	conserved hypothetical protein	6	8	2	18	0.000000	NE
CCNA_03291	-	WecE-family pyridoxal phosphate-dependent enzyme	3	3	0	0	0.000000	NE
CCNA_03292	-	long-chain-fatty-acid--CoA ligase	13	14	1	2	0.000000	NE
CCNA_03293	fadJ	multifunctional fatty acid oxidation complex subunit alpha FadJ	13	13	0	0	0.000000	NE
CCNA_03294	-	beta-lactamase family protein	19	20	1	2	0.000000	NE
CCNA_03295	-	PAS-family sensor histidine kinase	10	10	0	0	0.000000	NE
CCNA_03296	-	TetR-family transcriptional regulator	15	15	0	0	0.000000	NE
CCNA_03297	-	conserved hypothetical protein	13	13	0	0	0.000000	NE
CCNA_03298	-	TonB-dependent outer membrane receptor	50	53	1	2	0.000000	NE
CCNA_03299	-	outer membrane protein oprM	13	13	0	0	0.000000	NE
CCNA_03300	-	RND family efflux transporter, MFP subunit	6	7	1	2	0.000000	NE
CCNA_03301	acrB	cation/multidrug efflux pump AcrB	14	14	0	0	0.000000	NE
CCNA_03302	narX	nitrate/nitrite sensor histidine kinase narX	15	15	0	0	0.000000	NE
CCNA_03303	-	translation elongation factor Tu (EF-TU)	12	12	0	0	0.000000	NE
CCNA_03304	-	translation elongation factor G (EF-G)	1	30	29	2028	0.514000	U
CCNA_03305	-	SSU ribosomal protein S7P	0	5	5	380	0.999900	E
CCNA_03306	-	SSU ribosomal protein S12P	1	9	7	279	0.999900	E
CCNA_03307	-	hypothetical protein	2	5	2	130	0.230200	U
CCNA_03308	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_03309	-	homoserine O-acetyltransferase	14	14	0	0	0.000000	NE
